course_id,course,city,state,street,zip_code,lng,lat,hole,public_private,golf_season,beg_mnth,end_mnth,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga
607,Eagle Crest,Alma,Arkansas,"3926 Golf Course Drive,",72921,-94.16776259999999,35.5000044,18,Public,year round,1,12,71,6869,125,73.30,71,6246,120,70.30,71,5257,117,70.40
611,Millwood Landing Golf & RV Resort,Ashdown,Arkansas,596 Hwy 317,71822,-94.0114861,33.7179706,18,Private,year round,1,12,72,6413,118,70.40,72,6159,116,69.30,72,4731,103,62.90
616,Country Club at Bella Vista Village Golf Courses,Bella Vista,Arkansas,101 Town Center,72714,-94.24901779999999,36.4751938,18,Private,year round,1,12,72,6920,126,73.00,72,6432,122,70.80,72,5537,116,71.60
617,Highlands at Bella Vista Village Golf Courses,Bella Vista,Arkansas,101 Town Center,72714,-94.24901779999999,36.4751938,18,Private,year round,1,12,72,6637,135,72.90,72,6098,127,68.90,72,5332,116,69.70
618,Kingswood at Bella Vista Village Golf Courses,Bella Vista,Arkansas,101 Town Center,72714,-94.24901779999999,36.4751938,18,Private,year round,1,12,72,6254,113,69.40,72,5922,110,67.80,71,5103,110,68.70
620,Scottsdale at Bella Vista Village Golf Courses,Bella Vista,Arkansas,101 Town Center,72714,-94.24901779999999,36.4751938,18,Private,year round,1,12,72,6776,128,72.10,72,6296,124,68.90,72,5392,112,69.60
622,Berksdale at Bella Vista Village Golf Courses,Bella Vista,Arkansas,101 Town Center,72714,-94.24901779999999,36.4751938,18,Private,year round,1,12,72,6366,115,69.60,72,6016,112,68.30,71,5001,120,68.80
624,Longhills Golf Course,Benton,Arkansas,327 Hwy 5 No,72015,-92.0827371,35.8505391,18,Semi-Private,year round,1,12,72,6539,108,69.90,72,6143,105,68.20,73,5350,110,69.50
627,DeGray State Park Golf Course,Bismarck,Arkansas,Rural Route 3,71929,-93.17073390000002,34.3162035,18,Public,year round,1,12,72,6930,134,72.70,72,6417,130,70.80,72,5731,123,67.00
628,Blytheville Country Club,Blytheville,Arkansas,Hwy 61 No,72315,-89.9188123,35.9272876,18,Private,year round,1,12,71,6647,115,70.70,71,6115,110,68.00,72,5527,113,70.20
637,Camden Country Club,Camden,Arkansas,1915 W Washington Ave,71701,-92.8657909,33.5858943,18,Private,year round,1,12,70,6175,110,68.60,70,5938,108,67.70,70,5263,116,70.60
639,South at Cherokee Village,Cherokee Village,Arkansas,Laguna Dr,72525,-91.5952205,36.288244,18,Semi-Private,year round,1,12,72,7058,128,73.50,72,6515,123,71.20,72,5270,116,70.40
640,North at Cherokee Village,Cherokee Village,Arkansas,Laguna Dr,72525,-91.5952205,36.288244,18,Semi-Private,year round,1,12,72,6687,120,71.70,72,6072,114,68.90,72,5146,114,69.50
643,Centennial Valley Golf Course,Conway,Arkansas,1600 Centennial Club Dr,72032,-92.50138659999999,35.1020098,18,Private,year round,1,12,72,7103,131,73.40,72,6226,125,69.90,72,4605,112,67.10
648,Chamberlyne Country Club,Danville,Arkansas,Hwy 27 Intersection 154,72833,-93.3934017,35.0539983,18,Private,year round,1,12,72,7047,125,72.90,72,6638,121,70.60,72,6229,116,68.30
649,Bay Ridge Boat & Golf Club,Dardanelle,Arkansas,Bay Ridge Rd,72834,-93.2075334,35.2556793,18,Semi-Private,year round,1,12,72,6289,123,70.10,72,5802,118,67.50,72,4827,118,67.90
650,DeQueen Country Club,De Queen,Arkansas,Route 3 Hwy 70-71,71832,-91.8318334,35.20105,9,Private,year round,1,12,36,3172,120,34.40,36,3067,118,33.90,36,2410,110,32.60
652,Diamond Hills Country Club,Diamond City,Arkansas,Hwy 7 S,72630,-92.9201119,36.4645075,18,Public,year round,1,12,69,6311,111,69.70,69,6017,109,68.30,72,5491,110,71.10
653,El Dorado Golf & Country Club,El Dorado,Arkansas,101 Shady Side Dr,71730,-92.6609713,33.2392704,18,Private,year round,1,12,71,6449,116,70.20,71,6143,114,68.90,73,5427,110,69.80
654,Mountain Ranch Golf Club at Fairfield Bay,Fairfield Bay,Arkansas,820 Lost Creek Pkwy,72088,-92.28827199999999,35.6112397,18,Resort,year round,1,12,72,6780,140,72.80,72,6280,135,70.60,72,5325,133,71.40
655,Indian Hills Golf Course at Fairfield Bay,Fairfield Bay,Arkansas,1008 Snead Dr,72088,-92.2500699,35.6235854,18,Private,year round,1,12,71,6442,127,71.90,71,5734,126,68.70,70,4869,118,69.30
656,Stonebridge Meadows Golf Club,Fayetteville,Arkansas,3495 E Goff Farms Rd,72701,-94.1122876,36.04472579999999,18,Public,year round,1,12,72,7150,138,74.80,72,6605,133,72.30,72,5225,128,70.70
657,Fayetteville Country Club,Fayetteville,Arkansas,3335 Country Club Dr,72701,-94.1576149,36.0292125,18,Private,year round,1,12,70,6208,132,69.60,70,5771,128,67.70,71,4822,120,67.20
658,Paradise Valley,Fayetteville,Arkansas,3728 Old Missouri Rd,72703,-94.126941,36.11743,18,Private,year round,1,12,70,6805,131,73.00,70,6169,125,70.10,70,4614,112,63.30
661,Forrest City Country Club,Forrest City,Arkansas,922 E Cross St,72335,-90.7799398,35.0079593,18,Private,year round,1,12,71,6054,110,67.20,71,5767,107,65.50,72,4800,103,61.10
662,Magnolia/Silo at Ben Geren Regional Park Golf Course,Fort Smith,Arkansas,7200 S Zero St,72903,-94.355611,35.325667,18,Public,year round,1,12,72,6840,114,71.70,72,6459,110,69.70,74,5347,111,69.40
663,Willow/Silo at Ben Geren Regional Park Golf Course,Fort Smith,Arkansas,7200 S Zero St,72903,-94.355611,35.325667,18,Public,year round,1,12,72,6812,118,71.10,72,6411,114,69.30,73,5126,112,68.50
665,Magnolia/Willow at Ben Geren Regional Park Golf Course,Fort Smith,Arkansas,7200 S Zero St,72903,-94.355611,35.325667,18,Public,year round,1,12,72,6732,114,71.30,72,6320,111,69.60,73,5023,109,67.90
666,Fianna Hills Country Club,Fort Smith,Arkansas,1 Essex Pl,72908,-94.4133699,35.290419,18,Private,year round,1,12,72,7043,131,74.20,72,6684,127,72.40,73,5360,116,66.70
668,Hardscrabble Country Club,Fort Smith,Arkansas,5211 S Cliff Dr,72903,-94.3612055,35.3579993,18,Private,year round,1,12,70,6619,130,72.90,70,6301,125,70.30,72,4999,114,70.70
669,Glenwood Country Club,Glenwood,Arkansas,US 70 E,71943,-93.5503114,34.3217112,18,Public,year round,1,12,72,6550,128,70.80,72,5941,122,68.00,72,5076,114,64.10
671,Vache Grasse Country Club,Greenwood,Arkansas,E Hwy 10 Country Club Rd,72936,-94.2245311,35.2030344,18,Semi-Private,year round,1,12,72,6418,114,70.50,72,6254,112,69.50,72,4862,113,67.40
673,Harrison Country Club,Harrison,Arkansas,N Hwy 62-65,72601,-93.1276678,36.2604241,18,Semi-Private,year round,1,12,70,6066,121,69.30,70,5743,118,68.10,72,4943,122,69.70
676,Red Apple Inn & Country Club,Heber Springs,Arkansas,325 Club Dr,72543,-92.1090284,35.4967441,18,Resort,year round,1,12,71,6431,128,71.50,71,6006,125,69.50,71,5137,117,70.20
679,Eighteen Hole at Holiday Island Country Club,Holiday Island,Arkansas,1 Country Club Dr,72631,-93.7300848,36.4659223,18,Private,year round,1,12,70,6159,116,68.30,70,5922,115,68.20,73,5188,121,70.00
680,Hope Country Club,Hope,Arkansas,3605 Patmos Rd,71801,-93.5793121,33.6314237,18,Private,year round,1,12,71,6035,122,69.00,71,5621,122,67.10,71,4725,118,67.20
683,Arlington at Hot Springs Golf & Country Club,Hot Springs,Arkansas,101 Country Club Dr,71901,-93.0312687,34.480055,18,Semi-Private,year round,1,12,72,6690,127,74.20,72,6517,126,73.10,73,5549,127,74.20
684,Majestic at Hot Springs Golf & Country Club,Hot Springs,Arkansas,101 Country Club Dr,71901,-93.0312687,34.480055,18,Semi-Private,year round,1,12,72,6761,120,71.50,72,6329,115,69.10,72,5519,121,71.10
686,Diamondhead Golf Club,Hot Springs,Arkansas,7200 Diamond Head,71913,-92.96262259999999,34.4434499,18,Semi-Private,year round,1,12,72,6547,124,73.90,72,6172,120,70.90,72,5413,128,76.30
689,Belvedere Country Club,Hot Springs National Park,Arkansas,385 Belvedere Dr,71901,-93.009407,34.5451318,18,Semi-Private,year round,1,12,72,6767,130,73.10,72,6204,126,70.10,72,5395,127,70.50
691,DeSoto at Hot Springs Village,Hot Springs Village,Arkansas,895 Desoto Blvd,71909,-92.97047300000001,34.6709268,18,Private,year round,1,12,72,6733,130,73.40,72,6392,127,71.80,73,5652,127,73.30
692,Balboa at Hot Springs Village,Hot Springs Village,Arkansas,895 Desoto Blvd,71909,-92.97047300000001,34.6709268,18,Private,year round,1,12,72,6725,133,72.70,72,6307,131,70.80,73,5362,130,71.80
693,Cortez at Hot Springs Village,Hot Springs Village,Arkansas,895 Desoto Blvd,71909,-92.97047300000001,34.6709268,18,Private,year round,1,12,72,6610,132,72.10,72,6270,129,70.50,73,5473,128,72.00
695,Magellan at Hot Springs Village,Hot Springs Village,Arkansas,895 Desoto Blvd,71909,-92.97047300000001,34.6709268,18,Private,year round,1,12,72,6494,123,70.90,72,5982,118,68.70,72,4877,120,68.50
696,Diamante Golf Course,Hot Springs Village,Arkansas,2000 Country Club Dr,71909,-92.86693729999999,34.6438105,18,Private,year round,1,12,72,7560,143,76.90,72,6935,135,73.90,72,5322,131,73.70
697,Ponce de Leon at Hot Springs Village,Hot Springs Village,Arkansas,895 Desoto Blvd,71909,-92.97047300000001,34.6709268,18,Private,year round,1,12,72,6946,134,73.90,72,6436,130,71.60,72,5273,125,72.00
700,Foxwood Country Club,Jacksonville,Arkansas,701 Foxwood Dr,72076,-92.08189540000001,34.8929784,18,Semi-Private,year round,1,12,72,6413,110,69.80,72,6080,107,68.30,72,5225,111,69.20
701,Deer Run Golf Course,Jacksonville,Arkansas,Building 1075,72099,-92.1101458,34.8662005,18,Military,year round,1,12,72,6834,123,71.80,72,6377,119,70.00,72,5727,118,72.60
703,RidgePointe Country Club,Jonesboro,Arkansas,2510 RidgePointe Dr,72404,-90.76895400000001,35.8118266,18,Private,year round,1,12,72,6539,132,72.40,72,6125,129,70.40,73,5167,130,71.60
705,Sage Meadows Golf Course,Jonesboro,Arkansas,4406 Club House Dr,72401,-90.6380125,35.8862093,18,Semi-Private,year round,1,12,72,6901,129,72.50,72,6396,126,70.60,72,4947,119,69.20
707,Jonesboro Country Club,Jonesboro,Arkansas,1408 E Nettleton,72401,-90.69064949999999,35.8290879,18,Private,year round,1,12,71,6060,114,68.50,71,5689,112,67.20,71,5024,119,71.30
709,Championship at Rebsamen Park Golf Course,Little Rock,Arkansas,3400 Rebsamen Park Rd,72202,-92.3214656,34.7822204,18,Public,year round,1,12,72,7033,129,72.10,72,6426,122,69.20,72,4784,105,65.80
710,Chenal Country Club,Little Rock,Arkansas,10 Chenal Club Blvd,72223,-92.4749429,34.7804348,18,Private,year round,1,12,72,7149,144,75.10,72,6631,136,72.60,72,5157,125,72.40
711,Country Club of Little Rock,Little Rock,Arkansas,4200 Country Club Blvd,72207,-92.3194932,34.7738684,18,Private,year round,1,12,70,6454,129,71.40,70,6180,127,70.20,74,5683,130,72.70
713,Little Rock's Hindman Park Golf Course,Little Rock,Arkansas,60 Brookview Dr,72209,-92.36062299999999,34.696144,18,Public,year round,1,12,72,6805,124,71.90,72,6443,109,68.90,72,4690,121,68.60
714,North Hills Country Club,Little Rock,Arkansas,7400 Hwy 107,72120,-92.23068289999999,34.8218437,18,Private,year round,1,12,71,6438,132,71.50,71,6048,127,69.60,72,5201,129,71.80
715,Regulation at Pleasant Valley Country Club,Little Rock,Arkansas,1 Pleasant Valley Dr,72212,-92.40868800000001,34.777107,18,Private,year round,1,12,72,7060,134,73.80,72,6368,128,70.70,74,5544,129,72.80
720,Lakeview Golf & Country Club,Mabelvale,Arkansas,8500 Castle Valley Rd,72103,-92.3716262,34.6365123,18,Public,year round,1,12,71,5787,100,65.90,71,5526,100,65.90,71,4768,121,72.50
723,Magnolia Country Club,Magnolia,Arkansas,1711 Hwy 79 S,71753,-93.239334,33.2670725,18,Private,year round,1,12,72,6752,123,71.00,72,6378,115,66.90,72,5422,118,70.10
727,Marion Lakes Golf & Athletic Club,Marion,Arkansas,303 Club Circle,72364,-90.2047577,35.1957319,18,Private,year round,1,12,72,6700,130,73.00,72,6091,123,69.70,72,4386,116,68.70
729,"Country Club of Arkansas, The",Maumelle,Arkansas,2 Country Club Ln,72113,-92.39772699999999,34.842518,18,Semi-Private,year round,1,12,72,6458,128,71.60,72,5946,123,69.30,72,4857,114,64.70
730,Maumelle Country Club,Maumelle,Arkansas,100 Club Manor Dr,72113,-92.4130079,34.8431141,18,Private,year round,1,12,72,7414,132,75.40,72,7151,130,74.20,72,5454,125,71.60
736,Twin Lakes Golf Club,Mountain Home,Arkansas,70 Elk Way,72653,-92.3557781,36.3525447,18,Semi-Private,year round,1,12,70,5910,117,69.40,70,5669,115,68.00,70,5018,109,64.70
741,Newport Country Club,Newport,Arkansas,703 Walker Dr,72112,-91.269229,35.599046,18,Private,year round,1,12,70,5769,99,66.20,70,5169,96,64.90,70,4349,100,66.60
745,Championship at Burns Park Golf Course,North Little Rock,Arkansas,Burns Park,72118,-92.3099177,34.7976957,18,Public,year round,1,12,71,6352,116,69.70,71,5830,112,67.70,71,5034,120,70.50
747,Stone Links G.C.,North Little Rock,Arkansas,110 Hwy 391No,72117,-92.12136000000001,34.747544,18,Public,year round,1,12,72,7035,119,72.40,72,6699,117,71.20,72,5118,120,70.30
753,Harbor Oaks Golf Club,Pine Bluff,Arkansas,1 Harbor Oaks Dr,71601,-91.9869293,34.2525214,18,Public,year round,1,12,72,7010,125,72.70,72,6503,121,70.40,72,5249,122,70.20
755,Pine Bluff Country Club,Pine Bluff,Arkansas,1100 Country Club Ln,71603,-92.0133196,34.1834795,18,Private,year round,1,12,71,6649,120,71.60,71,6303,117,70.00,71,5250,117,70.30
756,Rosswood Country Club,Pine Bluff,Arkansas,7619 Rosswood Rd,71603,-92.011453,34.146038,18,Private,year round,1,12,72,6908,118,72.00,72,6600,116,70.60,73,5292,116,70.30
760,Lost Springs Golf & Athletic Club,Rogers,Arkansas,3024 N 22nd St,72756,-94.1483839,36.3621849,18,Private,year round,1,12,72,6849,131,72.50,72,6196,126,70.20,72,4388,118,62.30
761,Pinnacle Country Club,Rogers,Arkansas,3 Clubhouse Dr,72758,-94.19882310000001,36.2969715,18,Private,year round,1,12,71,6745,139,73.30,71,6102,132,70.40,71,4949,131,71.80
764,Searcy Country Club,Searcy,Arkansas,Country Club Rd,72143,-91.77556419999999,35.2411492,18,Private,year round,1,12,71,6423,118,69.10,71,5701,112,66.00,71,4920,114,69.20
765,"Course at River Oaks, The",Searcy,Arkansas,1 Golf Course Dr,72143,-91.6996309,35.25819690000001,18,Private,year round,1,12,71,6159,116,69.80,71,5860,113,68.40,71,4987,106,64.40
768,Dawn Hill Golf & Racquet Club,Siloam Springs,Arkansas,Dawn Hill Rd,72761,-94.5406235,36.2070048,18,Resort,year round,1,12,72,6852,114,71.30,72,6522,111,69.80,73,5330,110,69.10
769,Siloam Springs Country Club,Siloam Springs,Arkansas,801 N Country Club Rd,72761,-94.52248929999999,36.1917498,9,Semi-Private,year round,1,12,35,2927,118,33.40,35,2802,117,33.00,37,2452,112,31.40
773,Springdale Country Club,Springdale,Arkansas,4705 S Thompson,72764,-94.1441924,36.1417872,18,Private,year round,1,12,72,6673,119,72.10,72,6168,114,69.80,72,5062,105,69.40
776,South Haven Golf Club,Texarkana,Arkansas,Route 10,71854,-94.0141426,33.4444053,18,Public,year round,1,12,71,6227,123,69.30,71,5872,122,69.20,71,4951,117,69.80
783,Meadowbrook Country Club,West Memphis,Arkansas,1250 W Broadway,72301,-90.21097189999999,35.1436246,18,Private,year round,1,12,71,6522,115,70.60,71,5906,112,69.30,71,5327,113,69.60
3962,Oak Meadows Golf Course,Addison,Illinois,900 N Wood Dale Rd,60101,-87.98280319999999,41.9466239,18,Public,Open: 4/01 Closed: 12/01,4,11,71,6718,126,72.10,71,6376,122,70.60,73,5954,119,68.40
3966,Golf Club of Illinois,Algonquin,Illinois,1575 Edgewood Rd,60102,-88.3177429,42.15721240000001,18,Public,Open: 3/01 Closed: 11/30,3,11,71,6958,130,73.10,71,6511,124,71.10,71,4870,111,67.80
3971,"Woodlands Golf Club, The",Alton,Illinois,2839 Harris Ln,62002,-90.1355627,38.9310357,18,Public,year round,1,12,71,6401,123,71.00,71,6021,117,68.90,71,4775,111,68.00
3973,Lockhaven Country Club,Alton,Illinois,Lockhaven Rd,62002,-90.2990133,38.94634629999999,18,Private,year round,1,12,72,6992,129,71.70,72,6421,126,70.90,72,5500,121,66.70
3975,Spencer T. Olin Community Golf Course,Alton,Illinois,4701 College Ave,62002,-90.1042695,38.9091505,18,Public,Open: 4/01 Closed: 10/01,4,9,72,6941,135,73.80,72,6414,128,71.30,72,5049,117,68.50
3976,Shady Oaks Country Club,Amboy,Illinois,Hwy 52,61310,-89.32931669999999,41.7140697,18,Semi-Private,Open: 4/01 Closed: 10/01,4,9,71,6163,120,68.50,71,5557,116,66.90,72,4643,115,66.80
3978,Antioch Golf Club,Antioch,Illinois,40150 N Route 59,60002,-88.1117543,42.446575,18,Public,year round,1,12,71,6251,117,69.70,71,6029,114,68.20,70,5456,112,72.40
3982,Arlington Lakes Golf Club,Arlington Heights,Illinois,1211 S New Wilkes Rd,60005,-88.0024796,42.0625188,18,Public,Open: 3/01 Closed: 11/01,3,10,68,5331,115,65.80,68,4976,110,64.10,68,4648,113,66.70
3985,Edgewood Golf Club,Auburn,Illinois,Rural Route 3,62615,-89.72100830000001,39.5902748,18,Public,year round,1,12,71,6306,124,70.10,71,6021,119,68.30,71,5324,118,69.90
3987,Orchard Valley Golf Course,Aurora,Illinois,2411 W Illinois Ave,60506,-88.3789386,41.7751366,18,Public,Open: 4/01 Closed: 11/15,4,11,72,6745,132,72.20,72,6358,124,70.40,72,5162,118,70.10
3989,Aurora Country Club,Aurora,Illinois,Prairie & Western Ave,60507,-95.83701719999999,37.1247941,18,Private,Open: 4/01 Closed: 10/31,4,10,72,6644,131,72.70,72,6367,128,71.40,72,5495,124,71.10
3990,Stonebridge Country Club,Aurora,Illinois,2705 Stonebridge Blvd,60504,-88.2513659,41.7875689,18,Private,Open: 4/01 Closed: 11/01,4,10,72,6905,132,73.30,72,6418,127,70.80,72,5194,118,70.40
3993,Stonehenge Golf Club,Barrington,Illinois,27250 W Hwy 22,60010,-88.1691829,42.1935452,18,Private,year round,1,12,72,6779,127,72.50,72,6291,121,70.30,72,5419,116,70.60
3995,Barrington Hills Country Club,Barrington,Illinois,300 W County Line Rd,60010,-88.16595699999999,42.1553958,18,Private,Open: 4/01 Closed: 10/31,4,10,71,6795,136,72.90,71,6619,134,72.10,73,5925,132,75.10
3996,Biltmore Country Club,Barrington,Illinois,160 Biltmore Dr,60010,-88.13501040000001,42.199631,18,Private,Open: 4/01 Closed: 10/15,4,10,71,6652,134,72.30,71,6400,131,71.10,74,5717,130,73.00
3997,Lake Barrington Shores Golf Club,Barrington,Illinois,40 Shoreline Rd,60010,-88.14904489999999,42.2129961,18,Private,Open: 4/01 Closed: 12/31,4,12,71,6392,127,70.70,71,6016,123,68.90,71,5356,125,72.30
4001,Bartlett Hills Golf Club,Bartlett,Illinois,800 W Oneida Ave,60103,-88.1957147,41.9949106,18,Public,Open: 4/01 Closed: 11/30,4,11,71,6482,124,71.20,71,6188,123,70.60,71,5488,121,71.80
4002,Villa Olivia Country Club,Bartlett,Illinois,Lake St & Naperville Rd,60103,-82.6915429,42.4356504,18,Public,Open: 3/15 Closed: 11/15,3,11,73,6510,124,71.30,73,6205,122,70.10,72,5546,122,72.50
4003,Settler's Hill Golf Course,Batavia,Illinois,919 E Fabyan Pkwy,60510,-88.292355,41.8713653,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6630,130,72.10,72,6223,126,70.30,72,4945,120,68.90
4005,ThunderHawk Golf Club,Beach Park,Illinois,39700 N Lewis Ave,60099,-87.8660235,42.4391576,18,Public,Open: 4/01 Closed: 11/15,4,11,72,7031,136,73.80,72,6631,132,71.90,72,5046,122,69.20
4006,South/Center at Shady Lawn Golf Course,Beecher,Illinois,615 Dixie Hwy,60401,-87.61977329999999,41.3431315,18,Semi-Private,year round,1,12,72,6423,112,69.10,72,6192,111,68.50,72,5574,110,68.90
4007,Center/North at Shady Lawn Golf Course,Beecher,Illinois,615 Dixie Hwy,60401,-87.61977329999999,41.3431315,18,Semi-Private,year round,1,12,72,6413,114,69.20,72,6225,111,68.30,72,5592,110,67.80
4008,North/South at Shady Lawn Golf Course,Beecher,Illinois,615 Dixie Hwy,60401,-87.61977329999999,41.3431315,18,Semi-Private,year round,1,12,72,6558,115,69.50,72,6297,113,68.30,72,5734,112,68.40
4009,Orchards Golf Course,Belleville,Illinois,1499 Golf Course Dr,62220,-89.926459,38.48798,18,Public,year round,1,12,71,6405,121,69.00,71,5874,116,66.60,71,5001,120,70.10
4010,Clinton Hill Country Club,Belleville,Illinois,3700 Old Collinsville Rd,62226,-89.9657362,38.5512381,18,Public,year round,1,12,71,6568,121,70.50,71,6048,116,68.90,71,5176,119,68.40
4012,St. Clair Country Club,Belleville,Illinois,100 S 78th St,62223,-90.05241889999999,38.5618934,18,Private,year round,1,12,72,6411,130,71.40,72,6079,126,69.70,72,5390,118,70.80
4017,West at White Pines Golf Course,Bensenville,Illinois,500 W Jefferson St,60106,-87.9466853,41.94195510000001,18,Public,Year Round Facility,1,12,72,6601,118,71.10,72,6335,115,69.80,74,5998,120,73.20
4018,East at White Pines Golf Course,Bensenville,Illinois,500 W Jefferson St,60106,-87.9466853,41.94195510000001,18,Public,Open: 3/01 Closed: 12/01,3,11,71,6379,122,70.20,71,5999,118,68.40,74,5331,117,70.30
4023,East Trail at Indian Lakes Resort,Bloomingdale,Illinois,250 W Schick Rd,60108,-88.0989293,41.9526258,18,Resort,Open: 3/01 Closed: 12/01,3,11,72,6890,120,72.40,72,6524,117,70.90,72,5031,117,70.50
4024,Bloomingdale Golf Course,Bloomingdale,Illinois,181N Glen Ellen Rd,60108,-88.06002,41.952601,18,Public,Open: 4/01 Closed: 10/01,4,9,70,6082,108,68.20,70,5940,107,67.50,70,5489,111,70.50
4025,West Trail at Indian Lakes Resort,Bloomingdale,Illinois,250 W Schick Rd,60108,-88.0989293,41.9526258,18,Resort,Open: 3/01 Closed: 12/01,3,11,72,6901,120,71.70,72,6542,118,71.10,72,5088,110,68.30
4026,"Den at Fox Creek, The",Bloomington,Illinois,3002 Fox Creek Rd,61704,-89.042586,40.446061,18,Public,year round,1,12,72,6926,128,72.90,72,6422,124,70.40,72,5345,116,70.10
4027,Bloomington Country Club,Bloomington,Illinois,605 Towanda Ave,61701,-88.9726419,40.4837886,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6505,127,71.90,71,6395,126,71.50,73,5784,122,73.60
4028,Crestwicke Country Club,Bloomington,Illinois,Route 13,61704,-88.99421439999999,40.4843831,18,Private,Open: 3/01 Closed: 11/01,3,10,72,6829,130,72.60,72,6518,125,71.20,73,5673,122,72.30
4031,Prairie Vista Golf Course,Bloomington,Illinois,502 Sale Barn Rd,61704,-89.00068069999999,40.4492433,18,Public,Open: 3/01 Closed: 11/01,3,10,72,6745,128,71.80,72,6427,124,70.30,71,5224,114,68.90
4032,"Meadows Golf Club of Blue Island, The",Blue Island,Illinois,2802 123rd St,60406,-87.6904309,41.67104399999999,18,Public,Open: 4/01 Closed: 10/31,4,10,71,6549,112,71.10,71,6287,110,69.10,71,5040,107,67.70
4034,North at Bon Vivant Country Club,Bourbonnais,Illinois,Career Ctr Rd,60914,-87.89529189999999,41.1939945,18,Public,Open: 3/01 Closed: 11/01,3,10,72,6653,117,70.90,72,5799,112,68.60,72,5181,108,66.80
4036,Championship at Bon Vivant Country Club,Bourbonnais,Illinois,Career Ctr Rd,60914,-87.89529189999999,41.1939945,18,Public,Open: 3/01 Closed: 11/01,3,10,72,7498,130,75.80,72,7014,125,73.60,75,5979,126,74.80
4039,Blackberry Oaks Golf Club,Bristol,Illinois,2245 Kennedy Rd,60512,-88.4076286,41.6904023,18,Public,Open: 4/01 Closed: 11/30,4,11,72,6332,125,70.50,72,5900,121,68.70,72,5218,123,70.80
4040,Arboretum Golf Club,Buffalo Grove,Illinois,401 Half Day Rd,60089,-87.9671578,42.1961734,18,Public,Open: 3/01 Closed: 12/01,3,11,72,6477,132,71.10,72,6113,128,69.50,72,5039,118,68.70
4041,Buffalo Grove Golf Course,Buffalo Grove,Illinois,48 Raupp Blvd,60089,-87.96837819999999,42.1530724,18,Public,year round,1,12,72,6892,120,71.50,72,6495,116,70.60,75,6023,122,73.50
4045,PrairieView Golf Course,Byron,Illinois,7993 N River Rd,61010,-89.2663986,42.1177153,18,Public,Open: 4/01 Closed: 10/31,4,10,72,7117,123,72.30,72,6610,119,70.60,72,5269,117,71.60
4049,Indian Trails,Camp Point,Illinois,Route 2,62320,-91.06424349999999,40.0395113,18,Public,Open: 4/01 Closed: 10/01,4,9,72,6334,118,70.10,72,6100,115,68.50,72,5394,114,69.50
4050,Canton Country Club,Canton,Illinois,1920 N Main St,61520,-90.03691909999999,40.5842463,18,Private,Open: 3/01 Closed: 12/31,3,12,71,6172,114,69.20,71,5577,105,66.50,71,4814,106,67.10
4051,Hickory Ridge Public Golf Center,Carbondale,Illinois,2727 W Glenn Rd,62901,-89.2496896,37.7512848,18,Public,year round,1,12,72,6863,137,73.30,72,6486,134,71.60,72,5506,121,72.50
4053,Championship at Governors Run Golf & Country Club,Carlyle,Illinois,3300 Governors Dr,62231,-89.36655379999999,38.6342342,18,Public,year round,1,12,72,7013,131,73.90,72,6440,125,70.90,72,4570,110,69.40
4055,Carlyle Lake Golf Club,Carlyle,Illinois,11717 State Route 127,62231,-89.375264,38.5919165,9,Public,year round,1,12,36,3309,124,35.40,36,3258,123,35.10,36,2886,113,35.60
4059,Crab Orchard Golf Club,Carterville,Illinois,W Grand Ave,62918,-89.0971852,37.7602088,18,Semi-Private,year round,1,12,70,6420,129,71.00,70,5844,121,68.60,71,5058,114,68.40
4061,Chalet Hills Golf Club,Cary,Illinois,943 W Rawson Bridge Rd,60013,-88.23128299999999,42.242195,18,Public,Open: 4/01 Closed: 11/01,4,10,73,6877,131,73.40,73,6594,129,71.90,73,4944,101,64.10
4070,Champaign Country Club,Champaign,Illinois,1211 S Prospect Ave,61820,-88.2601866,40.1038534,18,Private,Open: 4/01 Closed: 12/01,4,11,71,6452,125,71.10,71,6102,122,69.50,71,5533,120,71.90
4071,Lincolnshire Fields Country Club,Champaign,Illinois,2000 Byrnebruk Dr,61822,-88.3077297,40.087075,18,Private,Open: 3/01 Closed: 11/01,3,10,72,6792,130,73.20,72,6445,124,71.10,72,5626,123,72.60
4072,Heritage Bluffs Public Golf Club,Channahon,Illinois,24355 W Bluff Rd,60410,-88.203696,41.4337296,18,Public,Open: 4/01 Closed: 11/15,4,11,72,7106,138,73.90,72,6586,133,71.50,72,4967,114,68.60
4073,Charleston Country Club,Charleston,Illinois,Country Club Dr,61920,-88.2284904,39.49840400000001,18,Private,Open: 2/01 Closed: 12/01,2,11,72,6266,125,70.90,72,5861,119,68.70,70,4735,115,68.60
4082,Port at Harborside International Golf Center,Chicago,Illinois,11001 S Doty Ave E,60628,-87.59147899999999,41.6931827,18,Public,Open: 4/01 Closed: 10/31,4,10,72,7164,136,75.10,72,6589,130,72.70,72,5164,122,70.80
4083,Starboard at Harborside International Golf Center,Chicago,Illinois,11001 S Doty Ave E,60628,-87.59147899999999,41.6931827,18,Public,Open: 4/01 Closed: 10/31,4,10,72,7166,137,75.20,72,6620,130,72.90,72,5110,122,70.40
