course_id,course,city,state,street,zip_code,lng,lat,hole,public_private,golf_season,beg_mnth,end_mnth,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,phone,architect,year_built,guest_policy,credit_card,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available
5255,Echo Valley Country Club,Des Moines,Iowa,760 County Line Rd,50321,-93.6633399,41.5115768,18,Private,Open: 3/15 Closed: 12/01,3,11,72,6891,130,73.70,72,6408,128,71.70,72,5488,115,68.40,(515) 285-0101,Larry Packard,1970,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5257,Wakonda Club,Des Moines,Iowa,3915 Fleur Dr,50321,-93.6416893,41.5504927,18,Private,year round,1,12,72,6881,135,74.90,72,6493,132,72.80,75,5795,128,72.90,(515) 285-1934,William Langford,1923,Closed,None,Yes,No,Yes,No,$$,$$,Yes,Yes
5258,Waveland Municipal Golf Course,Des Moines,Iowa,4908 University Ave,50311,-93.688716,41.596535,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6437,126,71.40,72,6289,121,70.20,72,5323,109,69.40,(515) 271-8725,Warren Dickenson,1894,Open,"VISA, MasterCard, Discover Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5264,"Meadows Golf Club, The",Dubuque,Iowa,15766 Clover Ln,52002,-90.7960035,42.5139045,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6667,132,72.60,72,6247,126,70.50,72,5199,114,68.70,(319) 583-7385,Bob Lohmann,1996,Open,"VISA, MasterCard, Amex Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5265,Dubuque Golf & Country Club,Dubuque,Iowa,1800 Randall Pl,52003,-90.68177899999999,42.48478799999999,18,Private,Open: 4/01 Closed: 11/01,4,10,70,5852,121,68.90,70,5604,121,68.10,70,4963,113,69.10,(319) 583-9150,Tom Bendelow,1923,Reciprocal,None,Yes,No,Yes,No,$,$,Yes,Yes
5272,Woods Edge Golf Course,Edgewood,Iowa,Route 1,52044,-91.4012515,42.6444313,9,Public,Open: 4/01 Closed: 11/01,4,10,36,3286,121,35.80,36,3173,120,35.30,36,2957,114,36.00,(319) 928-6668,William J. Spear,1970,Open,"VISA, MasterCard Welcomed",No,Yes,No,No,$,$,Yes,Yes
5275,Elkader Golf & Country Club,Elkader,Iowa,Gunder Rd NE,52043,-91.3989976,42.8683599,9,Semi-Private,Open: 4/01 Closed: 11/01,4,10,33,2897,97,33.60,33,2719,97,33.10,33,2418,97,32.50,(319) 245-2230,,1964,Open,None,Yes,No,No,No,$,$,No,Yes
5289,Fort Dodge Country Club,Fort Dodge,Iowa,Hwy 7 & 169,50501,-93.118054,35.366145,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6512,120,70.50,71,6214,118,68.40,71,5206,115,70.00,(515) 955-8551,Bill Hird,1911,Reciprocal,None,Yes,Yes,Yes,No,$,$,Yes,Yes
5290,Lakeside Municipal Golf Course,Fort Dodge,Iowa,Rural Route 2,50501,-94.16801579999999,42.4974694,18,Public,Open: 4/01 Closed: 10/31,4,10,72,6436,114,70.10,72,6212,114,69.50,72,5540,109,69.80,(515) 576-6741,,1970,Open,"VISA, MasterCard Welcomed",Yes,Yes,No,No,$,$,Yes,Yes
5303,Jester Park at Jester Park Golf Club,Granger,Iowa,Route 1,50109,-93.8270472,41.75906080000001,18,Public,Open: 4/01 Closed: 11/01,4,10,71,6856,125,72.90,71,6560,123,71.50,72,4993,109,68.40,(515) 999-2903,Dick Phelps,1971,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5305,Beaver Creek Golf Course,Grimes,Iowa,11200 NW Towner Dr,50111,-93.770056,41.72092,18,Public,Open: 4/01 Closed: 10/31,4,10,72,6685,121,71.80,72,6207,117,69.70,72,5245,122,70.40,(515) 986-3221,Jerry Reible,1991,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5306,Grinnell Golf & Country Club,Grinnell,Iowa,933 13th Ave,50112,-92.7231842,41.7560205,9,Private,Open: 4/01 Closed: 11/01,4,10,35,3095,118,34.90,35,2850,115,34.00,35,2418,112,33.50,(515) 236-5955,,1899,Reciprocal,None,No,Yes,Yes,No,$,$,No,Yes
5313,Harlan Golf & Country Club,Harlan,Iowa,2503 12th St,51537,-95.32601749999999,41.64412360000001,9,Semi-Private,Open: 3/01 Closed: 12/01,3,11,36,3417,122,36.10,36,3232,118,35.30,37,2960,118,36.70,(712) 755-5951,,1911,Open,None,No,Yes,No,No,$,$,Yes,Yes
5317,Town & Country Recreation Area,Holstein,Iowa,400 Kofmehl Dr,51025,-95.54064799999999,42.4778196,9,Private,Open: 4/15 Closed: 11/30,4,11,35,3126,113,34.00,35,2857,112,33.80,35,2661,110,34.80,(712) 368-2530,Charles Kofmehl,1968,Closed,None,No,Yes,Yes,No,$,$,No,Yes
5323,Wapsipinicon Golf Club,Independence,Iowa,1749 Golf Course Rd,50644,-91.930499,42.4838293,9,Semi-Private,Open: 4/01 Closed: 11/01,4,10,36,3187,116,35.40,36,3020,115,35.40,37,2777,113,35.40,(319) 334-6576,Tom Bendelow,1909,Open,None,Yes,No,Yes,No,$,$,No,Yes
5324,Indianola Country Club,Indianola,Iowa,1610 Country Club Rd,50125,-93.565669,41.378517,9,Private,Open: 3/15 Closed: 11/01,3,10,36,3162,120,34.90,36,2948,116,33.90,35,2452,111,33.30,(515) 961-3303,,1930,Closed,"VISA, MasterCard Welcomed",No,No,No,No,$,$,No,Yes
5329,Finkbine Golf Course,Iowa City,Iowa,W Melrose Ave,52242,-91.5768751,41.65707860000001,18,Public,Open: 4/01 Closed: 11/01,4,10,72,7030,132,73.90,72,6632,128,72.00,72,5414,123,73.10,(319) 335-9556,Robert B. Harris,1953,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5330,Pleasant Valley Golf Course,Iowa City,Iowa,4390 SE Sand Rd,52240,-91.5214061,41.6137883,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6472,127,71.60,72,6225,124,70.50,72,5067,111,68.40,(319) 337-7209,William J. Spear,1990,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5332,Meadow Hills Golf Course,Iowa Falls,Iowa,Old Hwy 20,50126,-93.2623603,42.4482609,9,Public,Open: 4/01 Closed: 11/01,4,10,35,2590,103,32.90,35,2449,100,32.00,35,2286,103,33.25,(515) 648-4421,,1973,Open,None,No,Yes,No,No,$,$,No,Yes
5338,Hyperion Field Club,Johnston,Iowa,7390 NW Beaver Dr,50131,-93.70701,41.69233,18,Private,Open: 3/01 Closed: 11/01,3,10,72,6423,127,72.10,72,6216,125,71.30,72,5403,123,72.30,(515) 276-1596,Tom Bendelow,1907,Reciprocal,None,Yes,Yes,Yes,No,$$,$$,Yes,Yes
5339,Kalona Golf Club,Kalona,Iowa,1376 Hwy 1,52247,-91.71182999999999,41.4565096,9,Semi-Private,Open: 4/01 Closed: 11/01,4,10,36,3128,123,36.10,36,2961,121,34.60,36,2291,114,35.20,(319) 656-3844,Edward Lockie,1984,Open,"VISA, MasterCard Welcomed",No,Yes,No,No,$,$,Yes,Yes
5348,Rice Lake Golf & Country Club,Lake Mills,Iowa,43080 Golf Ave,50450,-93.50578519999999,43.3877189,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,71,6238,118,69.60,71,5902,113,68.10,72,5226,111,69.40,(515) 592-8022,,1925,Open,None,Yes,Yes,No,No,$,$,Yes,Yes
5357,Le Mars Golf Course,Le Mars,Iowa,935 Park Ln,51031,-96.1520187,42.8011802,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6762,126,71.80,72,6232,124,68.80,72,5300,120,70.30,(712) 546-6849,,,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
5359,Spring Valley Golf Course,Livermore,Iowa,1105 140th Ave,50558,-94.1889585,42.9287953,18,Public,Open: 4/01 Closed: 11/30,4,11,72,6421,117,70.20,72,6185,113,70.00,72,5467,108,69.20,(515) 379-1259,Bob Petrucka,1975,Open,None,Yes,Yes,Yes,No,$,$,No,Yes
5361,Glynn's Creek Golf Course,Long Grove,Iowa,19251 290th St,52756,-90.52439129999999,41.7277755,18,Public,Open: 4/01 Closed: 11/15,4,11,72,7036,131,73.50,72,6700,127,72.10,72,5435,109,70.60,(319) 285-6444,,1991,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5369,Willow Vale Golf Club,Mapleton,Iowa,W Main St,51034,-95.7888298,42.1659011,9,Public,Open: 4/01 Closed: 11/01,4,10,35,3219,118,35.20,35,3114,116,34.90,35,2623,121,35.10,(712) 882-1002,,,Open,None,Yes,No,No,No,$,$,No,Yes
5373,Hunters Ridge Golf Course,Marion,Iowa,2901 Hunters Ridge Rd,52302,-91.5823916,42.0749554,18,Public,Open: 4/01 Closed: 10/31,4,10,72,7007,132,74.10,72,6527,126,71.80,72,5090,118,71.20,(319) 377-3500,Bob Lohmann,1997,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5375,Squaw Creek Golf Course,Marion,Iowa,Hwy 13,52302,-91.5504067,42.0336821,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6665,111,70.50,72,6313,109,69.70,73,5627,112,70.40,(319) 377-8433,Herman Thompson,1968,Open,"VISA, MasterCard Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5377,American Legion Memorial Golf Course,Marshalltown,Iowa,1301 S 6th St,50158,-92.92256069999999,42.0319256,18,Public,Open: 4/01 Closed: 11/01,4,10,70,6224,115,69.50,70,5890,111,68.00,71,5273,105,64.80,(515) 752-1834,,1956,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
5381,Five By Eighty Country Club,Menlo,Iowa,1086 State Hwy 25,50164,-94.45272299999999,41.4909999,9,Semi-Private,year round,1,12,36,3228,113,35.10,36,3074,109,34.50,38,2760,111,34.60,(515) 524-2345,Harold W. Glissmann,1965,Open,None,No,No,No,No,$,$,No,Yes
5387,Hillcrest Country Club,Mount Vernon,Iowa,203 Country Club Dr,52314,-91.40375809999999,41.9130805,9,Semi-Private,Open: 3/01 Closed: 11/01,3,10,35,2521,104,33.00,35,2482,104,32.90,35,2282,105,33.60,(319) 895-8193,,1952,Open,None,No,Yes,No,No,$,$,No,Yes
5389,Geneva Golf & Country Club,Muscatine,Iowa,3100 Bidwell Rd,52761,-91.0556955,41.44823270000001,18,Private,Open: 4/01 Closed: 11/15,4,11,71,6418,128,70.50,71,6095,123,69.30,71,5087,118,68.80,(319) 262-8894,David Gill,1939,Reciprocal,None,Yes,Yes,Yes,Yes,$,$,Yes,Yes
5396,New Hampton Golf & Country Club,New Hampton,Iowa,2074 Panora,50659,-92.2453187,43.0572461,9,Semi-Private,Open: 4/01 Closed: 11/01,4,10,36,2974,119,34.40,36,2832,114,33.60,36,2459,114,34.10,(515) 394-4340,,1927,Open,None,Yes,Yes,No,No,$,$,No,Yes
5402,Quail Creek Golf Course,North Liberty,Iowa,700 Club House Rd NE,52317,-91.61069499999999,41.734236,9,Public,Open: 4/01 Closed: 11/01,4,10,36,3523,124,36.80,36,3397,118,36.20,36,2728,118,37.30,(319) 626-2281,Robert Johnstone,1969,Open,None,Yes,No,Yes,No,$,$,Yes,Yes
5406,Hickory Grove Golf Club,Oelwein,Iowa,1509 Outer Rd,50662,-91.9018622,42.6492935,9,Semi-Private,Open: 3/15 Closed: 11/01,3,10,36,3485,125,36.30,36,3331,124,35.70,39,3120,123,39.20,(319) 283-2674,Tom Bendelow,1915,Open,None,Yes,Yes,No,No,$,$,No,Yes
5409,Brooks Golf Club,Okoboji,Iowa,Hwy 71 No,51355,-95.1287985,43.383707,18,Public,Open: 4/01 Closed: 10/31,4,10,70,6361,117,69.50,70,5899,114,68.50,70,5109,114,69.60,(712) 332-5011,Warren Dickenson,1932,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
5411,Landsmeer Golf Club,Orange City,Iowa,902 7th St NE,51041,-96.04380689999999,43.011495,18,Public,Open: 4/15 Closed: 11/01,4,10,71,6370,120,70.60,71,6008,117,69.20,71,5252,120,70.00,(712) 737-3429,Donald Sechrest,1995,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5414,Edmundson Golf Course,Oskaloosa,Iowa,1608 Edmondson Dr,52577,-92.6588233,41.2814884,18,Public,Open: 4/01 Closed: 11/01,4,10,70,6031,116,68.60,70,5668,113,66.90,70,4701,112,66.90,(515) 673-5120,,1940,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5415,Elmhurst Country Club,Oskaloosa,Iowa,2214 S 11th St,52577,-92.63119909999999,41.275048,18,Private,year round,1,12,72,6382,128,71.90,72,6003,123,70.00,74,4888,117,69.20,(515) 673-5234,,1925,Closed,None,No,No,Yes,No,$,$,No,Yes
5416,Ottumwa Country Club,Ottumwa,Iowa,304 E Golf Ave,52501,-92.4018244,41.041794,18,Private,year round,1,12,72,6363,124,71.80,72,5995,119,70.60,71,5211,113,71.26,(515) 684-4471,Tom Bendelow,1922,Reciprocal,None,Yes,Yes,Yes,No,$,$,No,Yes
5417,Ottumwa Municipal Golf Course,Ottumwa,Iowa,13120 Angle Rd,52501,-92.412515,41.081063,18,Public,Open: 4/01 Closed: 11/01,4,10,70,6335,118,70.40,70,6030,116,69.60,70,4954,102,66.70,(515) 683-0646,,1932,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5418,Lake Panorama National Golf Course,Panora,Iowa,5071 Clover Ridge Rd,50216,-94.38919969999999,41.7122542,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,7024,131,73.20,72,6729,128,72.10,72,5765,121,73.20,(515) 755-2024,Dick Watson,1970,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,No,Yes,No,$,$,Yes,Included in fee
5421,Bos Landen Golf Club,Pella,Iowa,2411 Bos Landen Dr,50219,-92.9461282,41.3899045,18,Public,Open: 4/01 Closed: 10/31,4,10,72,6932,133,73.50,72,6480,130,71.40,72,5155,122,70.90,(800) 916-7888,Dick Phelps,1994,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$,$,Yes,Included in fee
5423,Thunder Hills Country Club,Peosta,Iowa,16600 Thunder Hills Rd,52068,-90.81685209999999,42.4514113,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6365,125,71.00,71,6055,121,69.60,73,5166,118,69.40,(319) 556-3363,Gordon Cunningham,1970,Closed,None,Yes,No,Yes,No,$,$,Yes,Yes
5424,Timberline Golf Course,Peosta,Iowa,19804 E Pleasant Grove Rd,52068,-90.87580659999999,42.3894023,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6545,119,71.40,72,6144,116,70.80,73,5318,113,73.50,(319) 876-3422,Mike Hall,1978,Open,"VISA, MasterCard Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5426,Copper Creek Golf Course,Pleasant Hill,Iowa,4815 Copper Creek Dr,50317,-93.52055879999999,41.6048668,18,Public,Open: 3/01 Closed: 10/31,3,10,71,6338,119,70.40,71,6008,114,68.50,71,4790,109,66.60,(515) 263-1600,Gordon Cunningham,1997,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
5427,Davenport Country Club,Pleasant Valley,Iowa,25500 Valley Dr,52767,-90.4090997,41.5813914,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6468,130,72.20,71,6162,127,70.80,72,5009,122,71.00,(319) 332-5022,H. S. Colt & C. H. Alison,1924,Closed,"VISA, MasterCard, Amex, Discover Welcomed",Yes,No,Yes,No,$$,$$,Yes,Yes
5433,Red Oak Country Club,Red Oak,Iowa,Old Hwy 34 E of City,51566,-95.2258111,41.0099407,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6231,122,70.30,72,5754,117,68.20,72,5057,111,69.20,(712) 623-4281,,1980,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,No,Yes
5446,Sanborn Golf & Country Club,Sanborn,Iowa,Miller Park Dr,51248,-95.66602069999999,43.1786279,9,Public,Open: 4/01 Closed: 11/01,4,10,36,3123,112,36.20,36,3025,110,34.80,36,2728,114,35.80,(712) 729-5600,,1982,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
5452,Wildcat Golf Course,Shellsburg,Iowa,100 Wildcat Trl,52332,-91.8770618,42.0882709,9,Public,year round,1,12,35,3012,116,34.30,35,2865,114,33.80,35,2238,109,34.80,(319) 436-4653,Mark Kerr,1996,Open,"VISA, MasterCard, Amex Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5455,Fremont County Recreation Area,Sidney,Iowa,Route 1,51652,-95.64749590000001,40.7483337,9,Public,Open: 4/01 Closed: 11/01,4,10,35,3099,118,34.90,35,3002,116,34.30,37,2700,112,34.40,(712) 374-2347,John Greenwood,1964,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5460,Sioux City Country Club,Sioux City,Iowa,4001 Jackson St,51104,-96.40438119999999,42.5383216,18,Private,Open: 4/01 Closed: 11/01,4,10,72,6400,125,70.60,72,6216,124,69.30,72,5465,123,72.90,(712) 277-4612,Tom Bendelow,1908,Closed,None,Yes,Yes,Yes,No,$,$$,Yes,Yes
5463,Green Valley Municipal Golf Club,Sioux City,Iowa,4500 Donner Ave,51106,-96.3534433,42.4294117,18,Public,Open: 3/01 Closed: 11/01,3,10,72,7085,123,74.00,72,6733,116,72.20,72,5349,121,71.00,(712) 252-2025,David Gill,1960,Open,None,Yes,No,No,No,$,$,Yes,Yes
5467,Spencer Golf & Country Club,Spencer,Iowa,2200 W 18th St,51301,-95.17591850000001,43.15494530000001,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6888,127,73.00,72,6559,124,71.40,72,5412,112,70.14,(712) 262-2028,David Gill,1966,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5469,Indian Hills Golf Club,Spirit Lake,Iowa,Rural Route 5,51360,-95.1022313,43.4226192,9,Public,Open: 4/01 Closed: 10/15,4,10,35,3000,125,35.00,35,2686,123,33.50,35,2380,120,32.50,(712) 336-4768,,1976,Open,"VISA, MasterCard Welcomed",Yes,Yes,No,Yes,$,$,Yes,Yes
5470,Okoboji View Golf Course,Spirit Lake,Iowa,1665 Hwy 86,51360,-95.1833985,43.4064923,18,Public,Open: 4/01 Closed: 11/01,4,10,70,6051,113,68.50,70,5771,112,67.30,73,5441,113,70.10,(712) 337-3372,E. G. McCoy,1962,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,No,No,$,$,Yes,Yes
5472,Lake Creek Country Club,Storm Lake,Iowa,1 Club House Dr,50588,-95.263708,42.665593,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6813,128,73.20,72,6499,124,71.60,72,5514,115,72.40,(712) 732-1548,,1972,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
5491,Red Carpet Golf,Waterloo,Iowa,1409 Newell St,50703,-92.3184648,42.5165548,18,Semi-Private,Open: 4/01 Closed: 10/15,4,10,72,6557,119,70.80,72,6266,117,69.40,73,5754,106,72.10,(319) 235-1242,,1920,Open,None,Yes,Yes,Yes,Yes,$,$,Yes,Yes
5493,Irv Warren Memorial Golf Course,Waterloo,Iowa,1000 Fletcher Ave,50701,-92.36835909999999,42.4819094,18,Public,Open: 4/01 Closed: 11/30,4,11,72,6194,117,69.50,72,5954,114,68.20,72,5282,111,69.00,(319) 234-9271,,1908,Open,None,No,Yes,Yes,Yes,$,$,Yes,Yes
5494,Gates Park Municipal Golf Course,Waterloo,Iowa,820 E Donald St,50703,-92.3265304,42.5269012,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6839,111,70.60,72,6382,108,68.50,72,5568,113,69.40,(319) 291-4485,,1920,Open,None,No,Yes,Yes,Yes,$,$,Yes,Yes
5496,Sunnyside Country Club,Waterloo,Iowa,1600 Olympic Dr,50701,-92.38493199999999,42.460913,18,Private,Open: 4/01 Closed: 11/01,4,10,72,6736,126,72.10,72,6451,124,71.00,72,5284,116,70.10,(319) 234-1125,Leo Patrick,1970,Reciprocal,None,Yes,No,Yes,No,$,$,Yes,Yes
5506,South at Des Moines Golf & Country Club,West Des Moines,Iowa,1600 74th St,50266,-93.7172523,41.5410125,18,Private,Open: 4/01 Closed: 11/01,4,10,73,7133,128,74.40,73,6858,125,72.90,73,6263,121,72.50,(515) 225-2248,Pete Dye,1968,Reciprocal,None,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee
5507,White at Willow Creek Golf Course,West Des Moines,Iowa,140 Army Post Rd,50265,-93.7035344,41.5248784,9,Public,year round,1,12,35,2947,111,33.80,35,2767,109,33.20,36,2505,113,31.60,(515) 285-4558,,1970,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
5508,Blue at Willow Creek Golf Course,West Des Moines,Iowa,140 Army Post Rd,50265,-93.7035344,41.5248784,9,Public,year round,1,12,33,2438,113,31.50,33,2308,109,30.90,33,2120,115,32.50,(515) 285-4558,,1980,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
5509,Glen Oaks Country Club,West Des Moines,Iowa,1401 Glen Oaks,50266,-93.7777126,41.5519555,18,Private,Open: 4/01 Closed: 11/01,4,10,71,7000,144,74.90,71,6521,139,72.80,71,4843,118,69.30,(515) 221-9500,Tom Fazio,1994,Reciprocal,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$$,$$,Yes,Yes
5510,North at Des Moines Golf & Country Club,West Des Moines,Iowa,1600 74th St,50266,-93.7172523,41.5410125,18,Private,Open: 4/01 Closed: 11/01,4,10,73,6916,127,73.30,73,6540,123,71.30,73,5894,124,72.20,(515) 225-2248,Pete Dye,1967,Reciprocal,None,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee
5511,Red at Willow Creek Golf Course,West Des Moines,Iowa,140 Army Post Rd,50265,-93.7035344,41.5248784,18,Public,year round,1,12,71,6465,116,69.80,71,6153,110,68.20,74,5758,112,70.60,(515) 285-4558,Dick Phelps,1961,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
5748,"Trace at Bay's Fork, The",Alvaton,Kentucky,60 The Trace Dr,42122,-86.2854049,36.8693459,18,Semi-Private,year round,1,12,71,6688,130,73.20,71,6331,127,71.60,71,5216,122,71.00,(270) 796-6677,,1995,Open,"VISA, MasterCard, Amex Welcomed",No,Yes,Yes,Yes,$,$,Yes,Included in fee
5750,River Bend Golf Club,Argillite,Kentucky,Route 1,41121,-82.83037329999999,38.4908752,18,Public,year round,1,12,70,5893,108,66.20,70,5111,104,64.20,72,4144,97,61.70,(606) 473-6773,Ron Lucas,1990,Open,"VISA, MasterCard Welcomed",No,No,Yes,No,$,$,Yes,Yes
5751,Bellefonte Country Club,Ashland,Kentucky,208 Country Club Dr,41101,-82.6929788,38.4906166,18,Private,year round,1,12,70,6080,108,68.40,70,5902,107,67.70,71,5049,107,68.20,(606) 329-1966,,1922,Closed,None,Yes,No,Yes,Yes,$,$$,Yes,Yes
5752,Sandy Creek Golf Course,Ashland,Kentucky,9701 Meade Springer Rd,41102,-82.7280674,38.4076582,18,Public,year round,1,12,70,5755,106,67.10,70,5160,100,64.40,70,4671,103,66.10,(606) 928-6321,Buck Blankenship,1965,Open,"VISA, MasterCard, Amex Welcomed",No,Yes,Yes,Yes,$,$,Yes,Yes
5754,Indian Springs Country Club,Barbourville,Kentucky,Route 6,40906,-83.88902879999999,36.8663889,9,Semi-Private,year round,1,12,36,3484,124,36.65,36,3336,122,35.95,36,2571,113,34.60,(606) 546-5607,Roy Powell,1995,Open,None,No,No,No,No,$,$,No,Yes
5758,My Old Kentucky Home State Park Golf Course,Bardstown,Kentucky,Hwy 49,40004,-85.4524469,37.8062687,18,Public,year round,1,12,70,6057,119,69.50,70,5846,117,68.30,71,5239,118,70.20,(502) 349-6542,,1928,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5759,Woodlawn Springs Golf Club,Bardstown,Kentucky,103 Woodhill Rd,40004,-85.40571949999999,37.82104150000001,18,Semi-Private,year round,1,12,72,6530,125,71.50,72,6025,120,69.20,72,5050,117,69.00,(502) 348-2200,George Young,1995,Open,"VISA, MasterCard, Amex Welcomed",Yes,No,Yes,No,$,$,Yes,Yes
5761,Benton Golf & Country Club,Benton,Kentucky,1830 Golf Course Rd,42025,-88.3631812,36.844497,18,Semi-Private,year round,1,12,72,6442,117,68.90,72,5715,113,66.80,72,4518,107,65.10,(270) 527-9673,Alex McKay,1959,Reciprocal,None,No,No,No,No,$,$,Yes,Yes
5762,Birmingham Pointe Golf Club,Benton,Kentucky,805 Valhalla Ln,42025,-88.245685,36.880185,18,Semi-Private,year round,1,12,72,6645,147,73.10,72,6155,133,70.60,72,4773,121,64.40,(270) 354-5050,Gary Baird,1998,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,No,No,$,$,Yes,Yes
5765,Deer Creek Golf Course,Bowling Green,Kentucky,453 Rigelwood Ln,42101,-86.5117234,36.9872155,9,Public,year round,1,12,36,3290,113,35.00,36,3025,110,34.70,36,2540,105,35.20,(270) 782-9957,David Mahaney,1990,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
5766,Hartland Municipal Golf Course,Bowling Green,Kentucky,1031 Wilkinson Trace,42103,-86.42903129999999,36.9703075,18,Public,year round,1,12,71,6523,123,70.90,71,5803,116,67.70,72,5016,114,64.10,(270) 393-3514,Kevin Tucker,1989,Open,"VISA, MasterCard, Amex Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5768,Indian Hills Country Club,Bowling Green,Kentucky,200 Indian Hills Dr,42103,-86.39974529999999,36.9950123,18,Private,year round,1,12,71,6604,132,71.40,71,6258,128,69.20,72,5098,121,68.80,(270) 843-8256,,1953,Closed,None,Yes,No,Yes,No,$,$,Yes,Yes
5770,Bowling Green Country Club,Bowling Green,Kentucky,251 Beech Bend Rd,42101,-86.431899,37.0099819,18,Private,year round,1,12,72,6729,123,72.30,72,6406,120,70.90,72,5277,116,70.30,(270) 842-4581,,1913,Reciprocal,"VISA, MasterCard Welcomed",Yes,No,Yes,No,$,$,Yes,Yes
5771,Doe Valley Golf Club,Brandenburg,Kentucky,1 Doe Valley Dr,40108,-86.11938070000001,37.9704652,18,Semi-Private,Open: 2/01 Closed: 12/31,2,12,71,6471,119,69.80,71,6196,116,68.30,72,5519,118,70.30,(270) 422-3397,Dick Wilson,1972,Open,"VISA, MasterCard, Amex Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
5775,Traditions Golf Club,Burlington,Kentucky,2035 Williams Rd,41005,-84.7488584,39.09182089999999,18,Private,year round,1,12,72,7103,138,74.40,72,6773,135,72.60,72,5793,130,73.50,(606) 586-6691,Ken Heil,1992,Reciprocal,None,Yes,No,Yes,No,$,$$,No,Yes
5778,Pendleton Country Club,Butler,Kentucky,Hwy 27,41040,-84.35245840000002,38.7920447,18,Private,year round,1,12,72,6522,120,70.80,72,6116,115,68.40,73,4966,113,68.20,(606) 472-2150,,1969,Closed,"VISA, MasterCard Welcomed",Yes,No,Yes,No,$,$,No,Yes
